# PetList/Ride

#author("2017-04-07T17:40:56+00:00","","")
#include(Pet/PetMenu,notitle)
*パートナー一覧表 （ライドパートナー） [#y7d2e06b]
#contents

--&color(#0000ff){パラメーターは、06/10/1までに掲示板・コメントで記載されたものを反映しています。&br;仕様変更があったため、育てた時期によっては1～2の差が出ることがあるので参考として下さい。&br;上限に達したかは%%転生の際のパラメーター上昇で判断するといいでしょう。%% 数字の色が緑色になったかで判断できます。};
--パラメーターは、レイアウトの関係で英語表記としています。
---パラメーターの表示順序はゲーム内の説明と同じです。
---初期パラメーターのうち、&color(#a0a0a0){''灰色で表示''};されたものは旧隠しステータスであり、数値が不正確である場合があります。確定したもののみ黒で表示に戻してください。
--07/02/23にパートナーのHP回復アイテムが統合されました。
---「ピュアエナジー」「大人の回復薬」「バードケーキ」「鉱油」「樹液」⇒「ペットフード」に統合。14/07/24に「パートナーフード」に改名・
--07/10/12にペットのステータス調整が実施されました。
--13/06/27に各種隠しステータスの通常表示化、及び、カウントストップ・ステータス値の緑字表示化の仕様変更が行われました。
--13/12/26より飛空庭に設置が可能になりました。設置後右クリックでポーズを変えることができます。
--14/07/24に「ペット」から「パートナー」にカテゴリ名が変更されました。
プレイヤー間では未だペットと呼ぶ人も少なくないが、総じて「パートナー」の事を指す。


//修正値反映完了パートナー：ネコマタ緑、ネコマタ杏、青ドラゴ
//（上昇したパラメーターはとりあえず赤字にしています。パラメーターを更新された方は、上の日付の変更もお願いします。）

**ライドパートナー [#xbf16ef7]

***[[ライドクローラー>#RC]] [#q42355cd]
|CENTER:128|CENTER:120|CENTER:90|CENTER:80|CENTER:70|CENTER:390|c
|~画像|~固有命令スキル&br;習得可能職業|~初期&br;パラメーター|~成長&br;(転生前)((黒は限界値が確定していると思われるパラメーター、灰色はまだ限界値が確定していないと思われるパラメーターです。))|~説明と入手法|h
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/yueiglass.jpg,nolink,128x128);|なし|HP:1&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:40&br;L.AVOID:40&br;M.RST:40&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:150};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+1};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+39};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+90};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+200};&br;&color(#a0a0a0){+49};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|海に浮かんでいるような&br;気分になれるガラス球&br;&br;【入手法】&br;ECOくじ「涼月の姫君」&br;&br;&color(#ff8000){最大ごきげん度：100};&br;&br;&br;|

***西方白虎 [#k8df7d57]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/byakko.jpg,nolink,128x128);|なし|HP:500&br;ATK:30&br;M.ATK:30&br;DEF:30&br;M.DEF:25&br;S.HIT:30&br;L.HIT:30&br;M.HIT:30&br;S.AVOID:10&br;L.AVOID:10&br;M.RST:16&br;CRITICAL:20&br;&br;C.AVOID:5&br;A.SPD:200&br;C.SPD:200&br;RCV:100&br;M.RCV:1&br;S.RCV:0|+700&br;+143&br;+200&br;+111&br;+54&br;+120&br;+65&br;+50&br;+84&br;+45&br;+28&br;+63&br;&br;+5&br;+200&br;+200&br;+120&br;+12&br;+100|西方を守護する白い虎&br;&br;【入手法】&br;ECOくじ「スカーレット・フレイム」|

***ジャグラー・ドゥ [#k8df7d58]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/juggler2.jpg,nolink,128x128);|なし|HP:350&br;ATK:45&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|シナモンが突然変異？により&br;大きくなってしまった姿&br;&br;【入手法】&br;ECOくじ「マッド・ティータイム」|

***黒魔術の箒 [#fd3ad6d6]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/kuromajutu.jpg,nolink,128x128);|なし|HP:350&br;ATK:40&br;M.ATK:50&br;DEF:25&br;M.DEF:30&br;S.HIT:35&br;L.HIT:25&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:10&br;CRITICAL:35&br;&br;C.AVOID:5&br;A.SPD:200&br;C.SPD:200&br;RCV:150&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|黒魔術に用いる怪しげな箒&br;ドラゴより足が速い（インスマウスとほぼ等速）&br;&br;DEF(%)25&br;M.DEF(%)30&br;&br;【入手法】&br;ECOくじ「ウィキッド・ナイトパレード」|

***カーズド・チェア [#cursed]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/cursed_chair.jpg,nolink,128x128);|なし|HP:350&br;ATK:40&br;M.ATK:50&br;DEF:25&br;M.DEF:30&br;S.HIT:35&br;L.HIT:25&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:10&br;CRITICAL:35&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;RCV:150&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|偉くなった気分に浸れる&br;魔法の椅子&br;ドラゴより足が速い（インスマウスとほぼ等速）&br;&br;【入手法】&br;ECOくじ「臘月の守り手」|

***コウモリぶらんこ（アルカード） [#Koumori_Alucard]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/Koumori_Alucard.jpg,nolink,128x256);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|可愛らしいコウモリたちが運んでくれるブランコ。&br;ドラゴより足が速い（インスマウスとほぼ等速）&br;&br;【入手法】&br;ECOくじ「ヴァンパイア・ロマンス」|

***まきばのポニー　（通常パートナー←→騎乗パートナー） [#kf1f0bd8]
-[[パートナー一覧表 （通常パートナー）>PetList/Normal#kf1f0bd8]]を参照

***進撃のチャリオット [#shingeki]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/ss20140409_22083812.jpg,nolink,128x120);|なし|HP:350&br;ATK:40&br;M.ATK:50&br;DEF:25&br;M.DEF:30&br;S.HIT:35&br;L.HIT:25&br;M.HIT:35&br;S.AVOID:20&br;L.AVOID:10&br;M.RST:10&br;CRITICAL:35&br;&br;C.AVOID:5&br;A.SPD:200&br;C.SPD:200&br;RCV:150&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|立ち乗りで進む&br;チャリオット型の魔法生物&br;&br;【入手法】&br;ECOくじ「黒鉄の騎士団」|

***傀儡のスフィンクス　（通常パートナー←→騎乗パートナー） [#ycec5141]
-[[パートナー一覧表 （通常パートナー）>PetList/Normal#ycec5141]]を参照

***ココッコーおさんぽ軍団 [#osampo_gundan]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/osampogundan.jpg,nolink,128x128);|なし|HP:350&br;ATK:45&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|大きく成長したココッコーと&br;ミニココッコーたち&br;&br;【入手法】&br;ECOくじ「ぴよぴよぴくにっく」|

***白面金毛九尾ノ狐　（通常パートナー←→騎乗パートナー） [#nine-tailedfox]
-[[パートナー一覧表 （通常パートナー）>PetList/Normal#nine-tailedfox]]を参照

***パンキッシュロックステージ [#punkkish-rockstage]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/punkkish-rockstage.jpg,nolink,128x256);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|ロックンローラーが愛する&br;ステージを模した姿をしている&br;&br;【入手法】&br;ECOくじ「スパイダー＆パンキッシュ」|

***プリンセスジェリーフィッシュ [#princess_jellyfish]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/princess_jellyfish.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|透き通った美しい体を持つ&br;ピンクと水色のクラゲ&br;&br;【入手法】&br;ECOくじ「マーメイド・オン・ステージ」|

***魔法のスーツケース（白） [#MahouNoSuitcaseShiro]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/magicbaggage_white.png,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|空飛ぶスーツケース。&br;&br;【入手法】&br;薫風☆のってけ！キャンペーン（ECOスタートキャンペーン）|

***悪魔機甲ファウスト [#Akumakikou_Faust]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|画像募集中|なし|HP:400&br;ATK:55&br;M.ATK:50&br;DEF:30&br;M.DEF:20&br;S.HIT:20&br;L.HIT:10&br;M.HIT:13&br;S.AVOID:10&br;L.AVOID:7&br;M.RST:7&br;CRITICAL:35&br;&br;C.AVOID:3&br;A.SPD:100&br;C.SPD:120&br;RCV:130&br;M.RCV:1&br;S.RCV:0|+1200&br;+196&br;+129&br;+113&br;+82&br;+120&br;+48&br;+39&br;+25&br;+14&br;+14&br;+63&br;&br;+16&br;+200&br;+200&br;&color(#a0a0a0){+120};&br;+12&br;&color(#a0a0a0){+0};|メフィストが乗っている&br;機械の乗り物&br;何で動いているかはわからない&br;&br;【入手法】&br;ECOくじ「デーモニック・ディテクティブ」|

***薔薇杖 [#Baratsue]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|画像募集中|なし|HP:320&br;ATK:40&br;M.ATK:50&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:25&br;M.HIT:35&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:200&br;RCV:150&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+120&br;+48&br;+50&br;+84&br;+45&br;+50&br;+63&br;&br;+25&br;+200&br;+200&br;+120&br;+12&br;+100|マミーが持っている&br;杖の乗り物&br;&br;【入手法】&br;ECOくじ「ローズウィッチ・ハロウィーン」|

***暗黒劇場 [#AnkokuGekijyou]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/ankokugekijyou.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+HP&br;+ATK&br;+M.ATK&br;+DEF&br;+M.DEF&br;+S.HIT&br;+L.HIT&br;+M.HIT&br;+S.AVOID&br;+L.AVOID&br;+M.HIT&br;+CRITICAL&br;&br;+C.AVOID&br;+A.SPD&br;+C.SPD&br;+RCV&br;+M.RCV&br;+S.RCV|ダークな雰囲気が漂う劇場&br;&br;【入手法】&br;ECOくじ「終幕オペラハウス」|

***でかでかオオコウモリ [#DekaDekaOokoumori]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|画像募集中|なし|HP:200&br;ATK:18&br;M.ATK:25&br;DEF:17&br;M.DEF:12&br;S.HIT:19&br;L.HIT:9&br;M.HIT:19&br;S.AVOID:22&br;L.AVOID:12&br;M.RST:12&br;CRITICAL:12&br;&br;C.AVOID:3&br;A.SPD:200&br;C.SPD:200&br;RCV:60&br;M.RCV:1&br;S.RCV:0|+825&br;+63&br;+73&br;+50&br;+53&br;+65&br;+25&br;+75&br;+84&br;+23&br;+25&br;+25&br;&br;+12&br;+200&br;+200&br;+60&br;+6&br;+100|魔王が従える、でかいコウモリ&br;&br;【入手法】&br;ECOくじ「大正レトロモダニズム」|

***ファンタジア・ビブリオ [#FantasiaBiblio]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/FantasiaBiblio.jpg,nolink,128x128);|なし|HP:350&br;ATK:30&br;M.ATK:55&br;DEF:25&br;M.DEF:30&br;S.HIT:35&br;L.HIT:25&br;M.HIT:35&br;S.AVOID:10&br;L.AVOID:10&br;M.RST:10&br;CRITICAL:35&br;&br;C.AVOID:5&br;A.SPD:200&br;C.SPD:200&br;RCV:150&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+82&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|ぷかぷか浮かぶ大きな本&br;乗るとなんだか賢くなった&br;気がする&br;ドラゴより足が速い（インスマウスとほぼ等速）&br;&br;【入手法】&br;ECOくじ「記憶の図書館」|

***通学用電動自動二輪[#Tsugakuyo-jidonirin]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/jidonirin.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+1000&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|足に羽が生えたように移動できる&br;電動立ち乗り二輪車&br;&br;【入手法】&br;ECOくじ「早春スクールライフ」|


**多人数騎乗パートナー [#y5db0691]
***やさしい象 [#i29dbe35]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/YasashiiZou.png,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り] &br;&br;大きくてやさしいゾウさん。&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOプレイチケット第9弾|
//あまり知られていないが、象は本来気性が荒い。

***夢見のイルカ [#zc45b14f]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/dolphin01.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;空飛ぶイルカ&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「スプラッシュサマー」&br;パートナー引き換え券（びっくりBOX：2013/04/25～2013/5/23）|

***夢見のイルカ（黒） [#l0921eff]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/dolphinbk.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;空飛ぶイルカ&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ「夢見るアクアマリン」|

***シャチフロート [#tb48f4df]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/shachi_float.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4;&br;A.SPD:150;&br;C.SPD:130;&br;RCV:120;&br;M.RCV:1;&br;S.RCV:0;|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;空飛ぶシャチ型の乗り物&br;胸アクセサリーに憑依しているお友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;釣り図鑑　（泥）4ページ目コンプリート報酬|

***騎士の愛馬 [#Kisinoaiba]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/horse%20of%20knight_00.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;2人乗りの馬&br;胸アクセサリーに憑依しているお友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】【入手法】&br;ＥＣＯくじ「ＲＰＧ」&br;パートナー引き換え券（びっくりBOX：2013/04/25～2013/5/23）|

***ナイトの騎馬 [#h4e72945]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
